date,number_of_strikes,center_point_geom
2016-02-15,38,POINT(-90 31.8)
2016-02-15,56,POINT(-92.5 31.2)
2016-02-15,27,POINT(-87.3 30.3)
2016-02-15,26,POINT(-88.7 32.2)
2016-02-15,58,POINT(-92.5 30.7)
2016-02-15,27,POINT(-92.9 33.5)
2016-02-15,24,POINT(-94.5 33.6)
2016-02-15,83,POINT(-91.8 31)
2016-02-15,31,POINT(-92.7 30.6)
2016-02-15,32,POINT(-88.3 31.6)
2016-02-15,40,POINT(-91.4 30.2)
2016-02-15,34,POINT(-91 30.5)
2016-02-15,31,POINT(-90.3 30.6)
2016-02-15,29,POINT(-91.3 30.8)
2016-02-15,31,POINT(-89.4 30.6)
2016-02-15,24,POINT(-88.8 28.6)
2016-02-15,35,POINT(-93.8 33.5)
2016-02-15,27,POINT(-88.3 29.2)
2016-02-15,47,POINT(-91.4 30.7)
2016-02-15,29,POINT(-87.1 31.3)
2016-02-15,26,POINT(-91.3 30.2)
2016-02-15,29,POINT(-90.6 31.2)
2016-02-15,47,POINT(-90.9 31.1)
2016-02-15,33,POINT(-90 30.6)
2016-02-15,83,POINT(-90.8 30.6)
2016-02-15,40,POINT(-90.3 30.5)
2016-02-15,35,POINT(-89.1 32.2)
2016-02-15,24,POINT(-87.9 33)
2016-02-15,50,POINT(-90.6 30.7)
2016-02-15,48,POINT(-89.3 30.4)
2016-02-15,31,POINT(-92.5 30.3)
2016-02-15,35,POINT(-92.6 31.2)
2016-02-15,73,POINT(-93 30.6)
2016-02-15,25,POINT(-91.1 31.7)
2016-02-15,27,POINT(-90.6 30.8)
2016-02-15,59,POINT(-90.9 32)
2016-02-15,32,POINT(-87.1 30.9)
2016-02-15,37,POINT(-92.1 31.9)
2016-02-15,25,POINT(-92.6 33.6)
2016-02-15,33,POINT(-91.4 30.3)
2016-02-15,38,POINT(-94.7 33.5)
2016-02-15,25,POINT(-91.1 32.2)
2016-02-15,29,POINT(-88.9 30.9)
2016-02-15,31,POINT(-88.5 31.1)
2016-02-15,35,POINT(-89 30.8)
2016-02-15,40,POINT(-92.6 30.1)
2016-02-15,33,POINT(-86.9 30.9)
2016-02-15,25,POINT(-89.9 31.1)
2016-02-15,32,POINT(-88.8 28.5)
2016-02-15,52,POINT(-91.3 32)
2016-02-15,33,POINT(-90.5 31.8)
2016-02-15,33,POINT(-90.5 30.7)
2016-02-15,28,POINT(-88 31)
2016-02-15,48,POINT(-89.2 30.6)
2016-02-15,25,POINT(-93.8 32.3)
2016-02-15,27,POINT(-91.8 31.7)
2016-02-15,40,POINT(-88.8 32.1)
2016-02-15,113,POINT(-93.6 33.6)
2016-02-15,47,POINT(-92 30.4)
2016-02-15,28,POINT(-86.9 31.7)
2016-02-15,26,POINT(-92 31.3)
2016-02-15,47,POINT(-92.1 30.8)
2016-02-15,28,POINT(-88.6 31.4)
2016-02-15,56,POINT(-92.3 31.1)
2016-02-15,45,POINT(-91.6 31.1)
2016-02-15,38,POINT(-93.3 30.4)
2016-02-15,38,POINT(-90.7 32.1)
2016-02-15,27,POINT(-86.6 31.7)
2016-02-15,29,POINT(-92.8 31.1)
2016-02-15,100,POINT(-91.1 31)
2016-02-15,25,POINT(-89 32.2)
2016-02-15,42,POINT(-93.4 33.7)
2016-02-15,25,POINT(-89.1 31.2)
2016-02-15,28,POINT(-94.4 33.2)
2016-02-15,40,POINT(-93 33.5)
2016-02-15,26,POINT(-92.6 33.7)
2016-02-15,35,POINT(-91.8 30.4)
2016-02-15,51,POINT(-89.1 30.6)
2016-02-15,39,POINT(-89.4 30.4)
2016-02-15,38,POINT(-90.5 32.2)
2016-02-15,64,POINT(-92.2 30.6)
2016-02-15,31,POINT(-88.7 30.2)
2016-02-15,34,POINT(-91.8 30.1)
2016-02-15,51,POINT(-92.8 30.2)
2016-02-15,44,POINT(-93.3 33.6)
2016-02-15,86,POINT(-92.3 31.3)
2016-02-15,39,POINT(-88.1 31.6)
2016-02-15,34,POINT(-85.5 27.6)
2016-02-15,33,POINT(-92.2 31.5)
2016-02-15,30,POINT(-91.4 30.8)
2016-02-15,36,POINT(-91.5 31.9)
2016-02-15,31,POINT(-89.4 30.9)
2016-02-15,26,POINT(-91.2 30.8)
2016-02-15,34,POINT(-87.4 31.7)
2016-02-15,30,POINT(-93.9 32.7)
2016-02-15,56,POINT(-88.5 30.3)
2016-02-15,73,POINT(-91.9 31)
2016-02-15,24,POINT(-95.1 33.3)
2016-02-15,25,POINT(-88.2 30.4)
2016-02-15,25,POINT(-93.5 32.6)
2016-02-15,34,POINT(-92.9 30.4)
2016-02-15,29,POINT(-93.1 30.9)
2016-02-15,28,POINT(-89 28.6)
2016-02-15,32,POINT(-91.4 30.1)
2016-02-15,38,POINT(-91.2 30.6)
2016-02-15,49,POINT(-94.2 33.6)
2016-02-15,32,POINT(-89 28.5)
2016-02-15,24,POINT(-91.9 31.9)
2016-02-15,24,POINT(-86.9 31.5)
2016-02-15,29,POINT(-88.1 32.3)
2016-02-15,27,POINT(-91.8 30.5)
2016-02-15,41,POINT(-91.9 30.6)
2016-02-15,36,POINT(-90.7 30.4)
2016-02-15,34,POINT(-91.8 31.2)
2016-02-15,39,POINT(-89 30.5)
2016-02-15,70,POINT(-92.6 31)
2016-02-15,50,POINT(-92 30.7)
2016-02-15,37,POINT(-90.5 31.7)
2016-02-15,90,POINT(-91.2 31.1)
2016-02-15,58,POINT(-91.1 30.6)
2016-02-15,36,POINT(-93.7 33.4)
2016-02-15,67,POINT(-89.2 28.6)
2016-02-15,48,POINT(-92.6 30.7)
2016-02-15,35,POINT(-90.7 31.7)
2016-02-15,31,POINT(-91.6 31.5)
2016-02-15,33,POINT(-90 31.1)
2016-02-15,31,POINT(-91.3 30.3)
2016-02-15,44,POINT(-87.3 31.9)
2016-02-15,60,POINT(-88.3 31.5)
2016-02-15,56,POINT(-88.6 30.3)
2016-02-15,35,POINT(-88.2 31.6)
2016-02-15,26,POINT(-89.7 31.2)
2016-02-15,42,POINT(-88.4 31)
2016-02-15,29,POINT(-86.8 31.3)
2016-02-15,57,POINT(-88.4 31.1)
2016-02-15,24,POINT(-89.6 32.6)
2016-02-15,67,POINT(-89.3 30.6)
2016-02-15,48,POINT(-89.9 28.5)
2016-02-15,25,POINT(-93.5 33.4)
2016-02-15,46,POINT(-90.6 31.7)
2016-02-15,25,POINT(-91.8 32)
2016-02-15,27,POINT(-88.7 28.5)
2016-02-15,31,POINT(-89.6 30.3)
2016-02-15,64,POINT(-91.4 31.5)
2016-02-15,60,POINT(-92.2 31.1)
2016-02-15,66,POINT(-91 30.7)
2016-02-15,43,POINT(-90.8 32.1)
2016-02-15,45,POINT(-91.2 30.7)
2016-02-15,31,POINT(-90.6 30.4)
2016-02-15,35,POINT(-87.8 30.6)
2016-02-15,26,POINT(-88 31.4)
2016-02-15,25,POINT(-87.2 31.9)
2016-02-15,122,POINT(-91.3 31)
2016-02-15,24,POINT(-93 30.7)
2016-02-15,25,POINT(-91.5 30.8)
2016-02-15,58,POINT(-91.8 30.7)
2016-02-15,37,POINT(-91 31.7)
2016-02-15,25,POINT(-92.8 31.3)
2016-02-15,52,POINT(-88.3 31)
2016-02-15,34,POINT(-93.8 32.5)
2016-02-15,29,POINT(-87.4 32.5)
2016-02-15,33,POINT(-88.9 28.6)
2016-02-15,42,POINT(-94.1 33.6)
2016-02-15,82,POINT(-91.6 31.4)
2016-02-15,48,POINT(-88.8 30.7)
2016-02-15,25,POINT(-93.2 33.3)
2016-02-15,34,POINT(-94.4 33.5)
2016-02-15,37,POINT(-92.5 31.3)
2016-02-15,25,POINT(-91 32.3)
2016-02-15,26,POINT(-92.2 30)
2016-02-15,47,POINT(-90.9 31.6)
2016-02-15,25,POINT(-94.3 33.2)
2016-02-15,29,POINT(-93.5 29.9)
2016-02-15,34,POINT(-92.9 33.7)
2016-02-15,37,POINT(-89.8 28.5)
2016-02-15,24,POINT(-94.2 32.4)
2016-02-15,49,POINT(-89.5 30.4)
2016-02-15,26,POINT(-86.9 31.3)
2016-02-15,32,POINT(-93.3 33.4)
2016-02-15,68,POINT(-92.2 30.8)
2016-02-15,29,POINT(-94.7 32.4)
2016-02-15,27,POINT(-90.9 32.4)
2016-02-15,72,POINT(-92 31)
2016-02-15,46,POINT(-93.2 33.5)
2016-02-15,26,POINT(-92.9 33.8)
2016-02-15,49,POINT(-89.7 31.9)
2016-02-15,38,POINT(-86.8 31.6)
2016-02-15,27,POINT(-90.7 30.5)
2016-02-15,34,POINT(-90.1 30.6)
2016-02-15,68,POINT(-90.3 31.8)
2016-02-15,47,POINT(-88.3 30.4)
2016-02-15,30,POINT(-87 29.5)
2016-02-15,32,POINT(-89.4 30.3)
2016-02-15,57,POINT(-92.1 31.1)
2016-02-15,53,POINT(-88.2 31.5)
2016-02-15,24,POINT(-91.1 30.9)
2016-02-15,27,POINT(-92 31.9)
2016-02-15,28,POINT(-91.5 31.3)
2016-02-15,35,POINT(-92.4 31.1)
2016-02-15,26,POINT(-90.2 30.5)
2016-02-15,43,POINT(-88 31.5)
2016-02-15,29,POINT(-88.3 31.2)
2016-02-15,76,POINT(-90.7 30.6)
2016-02-15,51,POINT(-90.7 31.6)
2016-02-15,44,POINT(-90.9 31.2)
2016-02-15,28,POINT(-88.8 32)
2016-02-15,31,POINT(-87 31.4)
2016-02-15,51,POINT(-92.8 33.5)
2016-02-15,42,POINT(-90.4 31.6)
2016-02-15,27,POINT(-88.1 29.3)
2016-02-15,34,POINT(-89.1 28.6)
2016-02-15,37,POINT(-91.2 30.5)
2016-02-15,24,POINT(-88.8 30.2)
2016-02-15,92,POINT(-91.3 31.1)
2016-02-15,61,POINT(-89.2 30.4)
2016-02-15,50,POINT(-88.4 31.4)
2016-02-15,35,POINT(-92.7 30.2)
2016-02-15,44,POINT(-90.4 30.5)
2016-02-15,36,POINT(-94.5 32.4)
2016-02-15,41,POINT(-88.7 30.7)
2016-02-15,28,POINT(-88.8 31)
2016-02-15,27,POINT(-87.6 32.6)
2016-02-15,50,POINT(-91.3 30.6)
2016-02-15,60,POINT(-89.4 30.5)
2016-02-15,29,POINT(-92.7 30.8)
2016-02-15,24,POINT(-91.3 30.1)
2016-02-15,37,POINT(-90.1 30.1)
2016-02-15,58,POINT(-89.1 28.5)
2016-02-15,37,POINT(-91.1 31.2)
2016-02-15,80,POINT(-92.9 30.6)
2016-02-15,31,POINT(-92 30.8)
2016-02-15,25,POINT(-92.7 30.3)
2016-02-15,37,POINT(-91.7 30.7)
2016-02-15,29,POINT(-90.4 30.7)
2016-02-15,36,POINT(-92 30.5)
2016-02-15,42,POINT(-88.4 30.4)
2016-02-15,29,POINT(-90 31.9)
2016-02-15,60,POINT(-91.3 30.7)
2016-02-15,78,POINT(-93.4 33.6)
2016-02-15,39,POINT(-88 29.3)
2016-02-15,53,POINT(-91 31.1)
2016-02-15,27,POINT(-93.9 32.4)
2016-02-15,33,POINT(-91.6 30.5)
2016-02-15,65,POINT(-91.5 31.1)
2016-02-15,32,POINT(-92.7 30.4)
2016-02-15,71,POINT(-91.4 30.4)
2016-02-15,29,POINT(-88.2 29.7)
2016-02-15,58,POINT(-94.5 33.5)
2016-02-15,48,POINT(-91.7 31.1)
2016-02-15,43,POINT(-91.7 30.9)
2016-02-15,37,POINT(-92.8 30.9)
2016-02-15,70,POINT(-90.9 31)
2016-02-15,36,POINT(-89.3 28.6)
2016-02-15,36,POINT(-91.9 31.1)
2016-02-15,28,POINT(-90.6 32.1)
2016-02-15,26,POINT(-94.8 33.5)
2016-02-15,38,POINT(-89.5 32)
2016-02-15,31,POINT(-92.2 30.5)
2016-02-15,37,POINT(-89.6 30.4)
2016-02-15,38,POINT(-93.2 33.8)
2016-02-15,66,POINT(-90.7 31.1)
2016-02-15,27,POINT(-87.2 31.1)
2016-02-15,53,POINT(-93.6 33.5)
2016-02-15,32,POINT(-93 33.9)
2016-02-15,42,POINT(-87.8 31.9)
2016-02-15,25,POINT(-87 31)
2016-02-15,29,POINT(-88.1 30.5)
2016-02-15,30,POINT(-88.6 31.3)
2016-02-15,33,POINT(-91 31.6)
2016-02-15,40,POINT(-89.5 30.8)
2016-02-15,26,POINT(-93.4 29.9)
2016-02-15,28,POINT(-89.7 30.6)
2016-02-15,24,POINT(-93.5 33.1)
2016-02-15,45,POINT(-93.1 30.4)
2016-02-15,29,POINT(-88.9 31)
2016-02-15,25,POINT(-87.9 31.5)
2016-02-15,24,POINT(-88.5 30.7)
2016-02-15,26,POINT(-88.5 31.5)
2016-02-15,31,POINT(-90.5 30.6)
2016-02-15,28,POINT(-94.3 33.6)
2016-02-15,91,POINT(-91.4 31.1)
2016-02-15,38,POINT(-91.1 30.2)
2016-02-15,25,POINT(-93.9 32)
2016-02-15,41,POINT(-87.5 31.5)
2016-02-15,26,POINT(-89.7 30.5)
2016-02-15,27,POINT(-87.4 30.9)
2016-02-15,47,POINT(-91.3 31.6)
2016-02-15,47,POINT(-89.5 28.6)
2016-02-15,119,POINT(-91.4 31)
2016-02-15,31,POINT(-87.2 30.4)
2016-02-15,35,POINT(-91.8 31.1)
2016-02-15,56,POINT(-90.5 31.1)
2016-02-15,27,POINT(-89.2 32)
2016-02-15,49,POINT(-88.9 30.6)
2016-02-15,45,POINT(-91.4 30.9)
2016-02-15,37,POINT(-90.5 30.5)
2016-02-15,33,POINT(-88.8 31.2)
2016-02-15,27,POINT(-87.6 31.3)
2016-02-15,24,POINT(-86.5 31.8)
2016-02-15,32,POINT(-91.1 32.1)
2016-02-15,32,POINT(-89.8 31.9)
2016-02-15,47,POINT(-88.4 31.5)
2016-02-15,47,POINT(-91.3 31.5)
2016-02-15,24,POINT(-90.3 31.1)
2016-02-15,27,POINT(-89.6 30.2)
2016-02-15,24,POINT(-87.6 32)
2016-02-15,24,POINT(-93.6 33)
2016-02-15,26,POINT(-87.6 31.2)
2016-02-15,36,POINT(-90.4 31.2)
2016-02-15,25,POINT(-88.9 30.5)
2016-02-15,29,POINT(-88 30.6)
2016-02-15,28,POINT(-89.9 30.7)
2016-02-15,31,POINT(-88.9 31.3)
2016-02-15,25,POINT(-90.2 30)
2016-02-15,29,POINT(-94.1 33.5)
2016-02-15,25,POINT(-91.8 32.1)
2016-02-15,27,POINT(-87.4 31.5)
2016-02-15,28,POINT(-88 31.2)
2016-02-15,25,POINT(-88.8 31.4)
2016-02-15,77,POINT(-92.5 31)
2016-02-15,30,POINT(-89.4 32)
2016-02-15,48,POINT(-88.5 31.4)
2016-02-15,29,POINT(-88.8 32.3)
2016-02-15,28,POINT(-93 33.7)
2016-02-15,39,POINT(-88.3 31.4)
2016-02-15,32,POINT(-87.1 29.5)
2016-02-15,29,POINT(-87.5 29.8)
2016-02-15,50,POINT(-91.7 30.1)
2016-02-15,31,POINT(-93.1 30.6)
2016-02-15,60,POINT(-88.5 30.8)
2016-02-15,42,POINT(-91.7 30.4)
2016-02-15,42,POINT(-92.9 30.2)
2016-02-15,33,POINT(-90.8 31.6)
2016-02-15,38,POINT(-89.2 30.7)
2016-02-15,24,POINT(-88.9 28.4)
2016-02-15,40,POINT(-92.1 31.6)
2016-02-15,47,POINT(-91.5 31.4)
2016-02-15,45,POINT(-92.1 31.4)
2016-02-15,67,POINT(-90.6 31.1)
2016-02-15,35,POINT(-95 33.1)
2016-02-15,44,POINT(-88.6 30.9)
2016-02-15,33,POINT(-91.4 31.9)
2016-02-15,50,POINT(-91.1 31.6)
2016-02-15,24,POINT(-87 32.1)
2016-02-15,45,POINT(-87.7 30.7)
2016-02-15,46,POINT(-89.9 31.8)
2016-02-15,26,POINT(-92.6 30.6)
2016-02-15,27,POINT(-91.6 30.6)
2016-02-15,31,POINT(-91.1 30.8)
2016-02-15,38,POINT(-93.5 33.5)
2016-02-15,29,POINT(-92.1 30.5)
2016-02-15,35,POINT(-89.5 30.7)
2016-02-15,35,POINT(-86.9 28.9)
2016-02-15,32,POINT(-91.7 31.2)
2016-02-15,32,POINT(-92.8 33.6)
2016-02-15,45,POINT(-90.2 31.7)
2016-02-15,41,POINT(-89.6 31.9)
2016-02-15,28,POINT(-92.1 30.2)
2016-02-15,26,POINT(-92 30.2)
2016-02-15,38,POINT(-88.8 30.6)
2016-02-15,54,POINT(-90.2 31.8)
2016-02-15,32,POINT(-91 32.1)
2016-02-15,45,POINT(-92.6 30.9)
2016-02-15,27,POINT(-91.9 30.9)
2016-02-15,32,POINT(-91.6 31.2)
2016-02-15,29,POINT(-91.1 30.4)
2016-02-15,30,POINT(-91.7 28.1)
2016-02-15,39,POINT(-93.4 33.4)
2016-02-15,28,POINT(-90.9 30.5)
2016-02-15,39,POINT(-95 33.4)
2016-02-15,83,POINT(-91.9 30.7)
2016-02-15,41,POINT(-92 31.1)
2016-02-15,24,POINT(-88.6 32.6)
2016-02-15,31,POINT(-94.2 33.5)
2016-02-15,33,POINT(-95.8 33)
2016-02-15,24,POINT(-90.4 32.4)
2016-02-15,28,POINT(-88.3 30.9)
2016-02-15,32,POINT(-91.3 31.2)
2016-02-15,53,POINT(-91.2 31.6)
2016-02-15,58,POINT(-87.9 30.6)
2016-02-15,44,POINT(-89.8 31.8)
2016-02-15,33,POINT(-92.1 30.1)
2016-02-15,42,POINT(-88.5 30.9)
2016-02-15,49,POINT(-89 30.7)
2016-02-15,25,POINT(-92.2 31.9)
2016-02-15,49,POINT(-91.6 30.7)
2016-02-15,51,POINT(-90.4 31.8)
2016-02-15,27,POINT(-94.4 33.6)
2016-02-15,45,POINT(-91.5 30.5)
2016-02-15,76,POINT(-89.1 30.7)
2016-02-15,39,POINT(-93.3 33.7)
2016-02-15,46,POINT(-92.2 31.8)
2016-02-15,45,POINT(-94.9 33.4)
2016-02-15,38,POINT(-91.2 32.2)
2016-02-15,27,POINT(-87.7 32.5)
2016-02-15,31,POINT(-90.4 31.1)
2016-02-15,61,POINT(-91.2 31.2)
2016-02-15,24,POINT(-91.5 32)
2016-02-15,25,POINT(-89.2 28.4)
2016-02-15,26,POINT(-88 29.7)
2016-02-15,30,POINT(-93 33.4)
2016-02-15,27,POINT(-88 33)
2016-02-15,65,POINT(-90.9 30.7)
2016-02-16,56,POINT(-84.9 27.4)
2016-02-16,50,POINT(-83.5 27.1)
2016-02-16,32,POINT(-79.8 26.1)
2016-02-16,25,POINT(-88.6 27.8)
2016-02-16,43,POINT(-88.5 27.6)
2016-02-16,48,POINT(-81.2 28.2)
2016-02-16,36,POINT(-83.6 27.1)
2016-02-16,32,POINT(-83 27.1)
2016-02-16,28,POINT(-79.2 29.2)
2016-02-16,58,POINT(-83.1 27.1)
2016-02-16,41,POINT(-83.5 27.5)
2016-02-16,26,POINT(-83.1 27.7)
2016-02-16,36,POINT(-77.5 30.6)
2016-02-16,38,POINT(-88.1 27.4)
2016-02-16,34,POINT(-87.9 27.6)
2016-02-16,36,POINT(-84.3 27.5)
2016-02-16,25,POINT(-82.2 25.5)
2016-02-16,27,POINT(-80.3 26.6)
2016-02-16,28,POINT(-88.5 28.3)
2016-02-16,24,POINT(-79.9 26.3)
2016-02-16,33,POINT(-88.2 28.3)
2016-02-16,26,POINT(-80.5 26.2)
2016-02-16,25,POINT(-85.2 29.3)
2016-02-16,24,POINT(-77.3 30.5)
2016-02-16,31,POINT(-88 27.4)
2016-02-16,33,POINT(-81.4 26.4)
2016-02-16,34,POINT(-79.4 31)
2016-02-16,37,POINT(-80.9 28.3)
2016-02-16,36,POINT(-79.4 26.8)
2016-02-16,34,POINT(-79.4 31.1)
2016-02-16,34,POINT(-77.4 30.5)
2016-02-16,27,POINT(-88.3 27.6)
2016-02-16,51,POINT(-88.3 28.6)
2016-02-16,42,POINT(-79.2 26.8)
2016-02-16,35,POINT(-84.3 26.8)
2016-02-16,25,POINT(-77.4 30.6)
2016-02-16,27,POINT(-83 27.2)
2016-02-16,24,POINT(-80.7 28.3)
2016-02-16,33,POINT(-80.2 26.1)
2016-02-16,24,POINT(-79.2 28.9)
2016-02-16,28,POINT(-75.9 31.6)
2016-02-16,38,POINT(-80.5 26.3)
2016-02-16,33,POINT(-88 28.8)
2016-02-16,25,POINT(-76.2 31.3)
2016-02-16,41,POINT(-79.8 26.6)
2016-02-16,62,POINT(-83.5 27.6)
2016-02-16,29,POINT(-79 29.3)
2016-02-16,24,POINT(-88.1 28.2)
2016-02-16,45,POINT(-81.7 26.3)
2016-02-16,29,POINT(-82.9 27.2)
2016-02-16,52,POINT(-84.9 27.7)
2016-02-16,28,POINT(-78.1 29.4)
2016-02-16,30,POINT(-78.6 29.8)
2016-02-16,37,POINT(-88.4 28.5)
2016-02-16,24,POINT(-83.1 27)
2016-02-16,38,POINT(-79.6 26.7)
2016-02-16,30,POINT(-81.3 28.2)
2016-02-16,36,POINT(-88.7 27.5)
2016-02-16,28,POINT(-79.1 29.5)
2016-02-16,44,POINT(-83.1 27.6)
2016-02-16,45,POINT(-79.6 25.8)
2016-02-16,29,POINT(-80.5 27)
2016-02-16,26,POINT(-80.4 26.9)
2016-02-16,25,POINT(-88.3 28.5)
2016-02-16,31,POINT(-88 28)
2016-02-16,25,POINT(-85.3 27.7)
2016-02-16,37,POINT(-88 27.7)
2016-02-16,49,POINT(-83.2 27.1)
2016-02-16,30,POINT(-82.6 25.6)
2016-02-16,24,POINT(-78.5 29.2)
2016-02-16,52,POINT(-88.3 28.4)
2016-02-16,30,POINT(-84.2 27.4)
2016-02-16,42,POINT(-83.3 27.2)
2016-02-16,24,POINT(-78.9 29.6)
2016-02-16,26,POINT(-84.2 27.3)
2016-02-16,28,POINT(-80.3 27)
2016-02-16,48,POINT(-87.8 27.4)
2016-02-16,27,POINT(-79.5 25.9)
2016-02-16,29,POINT(-87.7 27.4)
2016-02-16,34,POINT(-81 28.3)
2016-02-16,38,POINT(-88.6 28.4)
2016-02-16,49,POINT(-85.1 27.7)
2016-02-16,25,POINT(-81.1 28.4)
2016-02-16,30,POINT(-83.6 27.6)
2016-02-16,48,POINT(-85.2 27.6)
2016-02-16,25,POINT(-83.8 27.4)
2016-02-16,29,POINT(-83.5 27)
2016-02-16,29,POINT(-82.8 27)
2016-02-16,29,POINT(-80 26)
2016-02-16,44,POINT(-83.3 27.5)
2016-02-16,119,POINT(-84.7 27.4)
2016-02-16,38,POINT(-88.5 28.4)
2016-02-16,24,POINT(-79.6 29)
2016-02-16,27,POINT(-76.8 30.3)
2016-02-16,52,POINT(-85 27.7)
2016-02-16,34,POINT(-88.2 27.3)
2016-02-16,27,POINT(-76 31.6)
2016-02-16,55,POINT(-88.7 28.3)
2016-02-16,29,POINT(-78.4 31)
2016-02-16,63,POINT(-83.3 27.1)
2016-02-16,33,POINT(-87.7 29.3)
2016-02-16,24,POINT(-79.4 26.9)
2016-02-16,42,POINT(-79.2 29.3)
2016-02-16,51,POINT(-84.6 27.3)
2016-02-16,34,POINT(-81.3 26.3)
2016-02-16,24,POINT(-80.1 26)
2016-02-16,27,POINT(-81.7 26.8)
2016-02-16,29,POINT(-77.4 30)
2016-02-16,42,POINT(-84.3 27.3)
2016-02-16,48,POINT(-83.2 27)
2016-02-16,54,POINT(-88.2 27.7)
2016-02-16,37,POINT(-77.9 30.3)
2016-02-16,29,POINT(-87.9 27.4)
2016-02-16,48,POINT(-83.4 27.6)
2016-02-16,35,POINT(-79.4 29)
2016-02-16,27,POINT(-88.6 28.6)
2016-02-16,29,POINT(-87.6 27.4)
2016-02-16,42,POINT(-83.3 27)
2016-02-16,29,POINT(-79.3 26.7)
2016-02-16,48,POINT(-83.3 27.6)
2016-02-16,31,POINT(-82.6 26)
2016-02-16,29,POINT(-83.9 27.4)
2016-02-16,39,POINT(-87.8 29.3)
2016-02-16,31,POINT(-89.1 27.7)
2016-02-16,25,POINT(-78.6 28.6)
2016-02-16,36,POINT(-88.2 28.6)
2016-02-16,25,POINT(-88.2 27.2)
2016-02-16,40,POINT(-79.5 26.8)
2016-02-16,27,POINT(-82 26.3)
2016-02-16,25,POINT(-84.5 27)
2016-02-16,27,POINT(-87.8 28.2)
2016-02-16,95,POINT(-84.6 27.4)
2016-02-16,56,POINT(-89 27.8)
2016-02-16,28,POINT(-83.8 27)
2016-02-16,31,POINT(-76.9 30.9)
2016-02-16,25,POINT(-81.1 26.3)
2016-02-16,28,POINT(-88.6 28.3)
2016-02-16,35,POINT(-79.3 29.1)
2016-02-16,26,POINT(-84.1 27.4)
2016-02-16,24,POINT(-81.2 26.2)
2016-02-16,24,POINT(-80.5 26.1)
2016-02-16,25,POINT(-84.4 27.1)
2016-02-16,74,POINT(-84.8 27.4)
2016-02-16,29,POINT(-78.4 30.1)
2016-02-16,29,POINT(-82 25.5)
2016-02-16,76,POINT(-84.8 27.3)
2016-02-16,40,POINT(-81.6 26.4)
2016-02-16,30,POINT(-81.8 26.3)
2016-02-16,25,POINT(-76.4 30.9)
2016-02-16,30,POINT(-82.4 27.3)
2016-02-16,29,POINT(-78.1 31.3)
2016-02-16,27,POINT(-79.1 28.9)
2016-02-16,43,POINT(-88.4 28.6)
2016-02-16,37,POINT(-88.8 27.8)
2016-02-16,27,POINT(-78.3 31)
2016-02-16,25,POINT(-82.2 26.1)
2016-02-16,47,POINT(-88 28.3)
2016-02-16,85,POINT(-81.4 26.3)
2016-02-16,34,POINT(-77 30.9)
2016-02-16,44,POINT(-84.9 27.3)
2016-02-16,24,POINT(-83.5 26.9)
2016-02-16,24,POINT(-85.1 27.8)
2016-02-16,47,POINT(-88.4 28.4)
2016-02-16,27,POINT(-77.7 30.4)
2016-02-16,28,POINT(-89.2 27.8)
2016-02-16,25,POINT(-88.5 27.8)
2016-02-16,32,POINT(-87.9 28.3)
2016-02-16,43,POINT(-79.1 29.3)
2016-02-16,29,POINT(-85.1 27.6)
2016-02-16,28,POINT(-77.7 30.5)
2016-02-16,52,POINT(-85.2 27.7)
2016-02-16,41,POINT(-79 29.5)
2016-02-16,35,POINT(-82.8 27.1)
2016-02-16,36,POINT(-82.6 26.1)
2016-02-16,25,POINT(-86.6 29.2)
2016-02-16,31,POINT(-84.6 27.5)
2016-02-16,28,POINT(-79 29.4)
2016-02-16,68,POINT(-81.5 26.3)
2016-02-16,38,POINT(-84.4 27.3)
2016-02-16,27,POINT(-86.2 28.4)
2016-02-16,38,POINT(-79.8 26.7)
2016-02-16,36,POINT(-88.4 28.3)
2016-02-16,24,POINT(-78.4 28.9)
2016-02-16,57,POINT(-85 27.3)
2016-02-16,33,POINT(-85.3 29.3)
2016-02-16,25,POINT(-82.1 26.2)
2016-02-16,55,POINT(-89.1 27.8)
2016-02-16,27,POINT(-81.7 27.6)
2016-02-16,39,POINT(-88.1 27.5)
2016-02-16,57,POINT(-83.4 27.1)
2016-02-16,60,POINT(-89 27.7)
2016-02-16,51,POINT(-84.7 27.2)
2016-02-16,25,POINT(-88 27.6)
2016-02-16,25,POINT(-87.9 27.5)
2016-02-16,26,POINT(-84.5 27.5)
2016-02-16,49,POINT(-81 28.2)
2016-02-16,25,POINT(-89.2 28.3)
2016-02-16,36,POINT(-88.1 28.3)
2016-02-16,24,POINT(-88.9 28.3)
2016-02-16,37,POINT(-88.1 28)
2016-02-16,42,POINT(-81.4 28.1)
2016-02-16,40,POINT(-77 30.8)
2016-02-16,28,POINT(-79.9 26.1)
2016-02-16,29,POINT(-87.6 27.7)
2016-02-16,29,POINT(-87.8 27.7)
2016-02-16,45,POINT(-88.4 27.7)
2016-02-16,35,POINT(-79.7 26.6)
2016-02-16,27,POINT(-88.2 28.7)
2016-02-16,54,POINT(-83.4 27.5)
2016-02-16,33,POINT(-78.7 29)
2016-02-16,37,POINT(-78.6 29.6)
2016-02-16,30,POINT(-85.3 27.6)
2016-02-16,25,POINT(-77.3 30.7)
2016-02-16,37,POINT(-77.8 30.4)
2016-02-16,26,POINT(-79.9 26.6)
